codice_provincia,codice_regione,daily_cases,data,denominazione_provincia,denominazione_regione,lat,lon,long,note,sigla_provincia,stato,totale_casi,IQA
100,9,0.0,2020-07-20,Prato,Toscana,43.88062274,,11.09703315,,PO,ITA,549,26.0
100,9,0.0,2020-07-21,Prato,Toscana,43.88062274,,11.09703315,,PO,ITA,549,30.0
100,9,2.0,2020-07-22,Prato,Toscana,43.88062274,,11.09703315,,PO,ITA,551,34.0
100,9,0.0,2020-07-23,Prato,Toscana,43.88062274,,11.09703315,,PO,ITA,551,40.0
100,9,1.0,2020-07-24,Prato,Toscana,43.88062274,,11.09703315,,PO,ITA,552,28.000000000000004
100,9,0.0,2020-07-25,Prato,Toscana,43.88062274,,11.09703315,,PO,ITA,552,20.0
100,9,2.0,2020-07-26,Prato,Toscana,43.88062274,,11.09703315,,PO,ITA,554,26.0
100,9,1.0,2020-07-27,Prato,Toscana,43.88062274,,11.09703315,,PO,ITA,555,32.0
100,9,1.0,2020-07-28,Prato,Toscana,43.88062274,,11.09703315,,PO,ITA,556,36.0
100,9,0.0,2020-07-29,Prato,Toscana,43.88062274,,11.09703315,,PO,ITA,556,40.0
100,9,2.0,2020-07-30,Prato,Toscana,43.88062274,,11.09703315,,PO,ITA,558,46.0
100,9,1.0,2020-07-31,Prato,Toscana,43.88062274,,11.09703315,,PO,ITA,559,52.0
100,9,0.0,2020-08-01,Prato,Toscana,43.88062274,,11.09703315,,PO,ITA,559,44.0
100,9,0.0,2020-08-02,Prato,Toscana,43.88062274,,11.09703315,,PO,ITA,559,40.0
100,9,0.0,2020-08-03,Prato,Toscana,43.88062274,,11.09703315,,PO,ITA,559,44.0
100,9,4.0,2020-08-04,Prato,Toscana,43.88062274,,11.09703315,,PO,ITA,563,22.0
100,9,0.0,2020-08-05,Prato,Toscana,43.88062274,,11.09703315,,PO,ITA,563,10.0
100,9,2.0,2020-08-06,Prato,Toscana,43.88062274,,11.09703315,,PO,ITA,565,18.0
100,9,0.0,2020-08-07,Prato,Toscana,43.88062274,,11.09703315,,PO,ITA,565,30.0
100,9,1.0,2020-08-08,Prato,Toscana,43.88062274,,11.09703315,,PO,ITA,566,40.0
100,9,6.0,2020-08-09,Prato,Toscana,43.88062274,,11.09703315,,PO,ITA,572,38.0
100,9,0.0,2020-08-10,Prato,Toscana,43.88062274,,11.09703315,,PO,ITA,572,40.0
100,9,0.0,2020-08-11,Prato,Toscana,43.88062274,,11.09703315,,PO,ITA,572,46.0
100,9,0.0,2020-08-12,Prato,Toscana,43.88062274,,11.09703315,,PO,ITA,572,38.0
100,9,0.0,2020-08-13,Prato,Toscana,43.88062274,,11.09703315,,PO,ITA,572,40.0
100,9,4.0,2020-08-14,Prato,Toscana,43.88062274,,11.09703315,,PO,ITA,576,40.0
100,9,3.0,2020-08-15,Prato,Toscana,43.88062274,,11.09703315,,PO,ITA,579,40.0
100,9,2.0,2020-08-16,Prato,Toscana,43.88062274,,11.09703315,,PO,ITA,581,30.0
100,9,0.0,2020-08-17,Prato,Toscana,43.88062274,,11.09703315,,PO,ITA,581,32.0
100,9,3.0,2020-08-18,Prato,Toscana,43.88062274,,11.09703315,,PO,ITA,584,28.000000000000004
100,9,1.0,2020-08-19,Prato,Toscana,43.88062274,,11.09703315,,PO,ITA,585,28.000000000000004
100,9,0.0,2020-08-20,Prato,Toscana,43.88062274,,11.09703315,,PO,ITA,585,20.0
100,9,8.0,2020-08-21,Prato,Toscana,43.88062274,,11.09703315,,PO,ITA,593,24.0
100,9,1.0,2020-08-22,Prato,Toscana,43.88062274,,11.09703315,,PO,ITA,594,24.0
100,9,3.0,2020-08-23,Prato,Toscana,43.88062274,,11.09703315,,PO,ITA,597,24.0
100,9,3.0,2020-08-24,Prato,Toscana,43.88062274,,11.09703315,,PO,ITA,600,20.0
100,9,0.0,2020-08-25,Prato,Toscana,43.88062274,,11.09703315,,PO,ITA,600,30.0
100,9,4.0,2020-08-26,Prato,Toscana,43.88062274,,11.09703315,,PO,ITA,604,36.0
100,9,4.0,2020-08-27,Prato,Toscana,43.88062274,,11.09703315,,PO,ITA,608,36.0
100,9,5.0,2020-08-28,Prato,Toscana,43.88062274,,11.09703315,,PO,ITA,613,40.0
100,9,3.0,2020-08-29,Prato,Toscana,43.88062274,,11.09703315,,PO,ITA,616,38.0
100,9,6.0,2020-08-30,Prato,Toscana,43.88062274,,11.09703315,,PO,ITA,622,26.0
100,9,1.0,2020-08-31,Prato,Toscana,43.88062274,,11.09703315,,PO,ITA,623,28.000000000000004
100,9,2.0,2020-09-01,Prato,Toscana,43.88062274,,11.09703315,,PO,ITA,625,22.0
100,9,10.0,2020-09-02,Prato,Toscana,43.88062274,,11.09703315,,PO,ITA,635,22.0
100,9,6.0,2020-09-03,Prato,Toscana,43.88062274,,11.09703315,,PO,ITA,641,20.0
58,12,,2020-02-24,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,0,50.0
58,12,3.0,2020-02-25,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,3,34.0
58,12,0.0,2020-02-26,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,3,30.0
58,12,0.0,2020-02-27,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,3,26.0
58,12,0.0,2020-02-28,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,3,34.0
58,12,3.0,2020-02-29,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,6,38.0
58,12,0.0,2020-03-01,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,6,44.0
58,12,7.0,2020-03-03,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,14,46.0
58,12,15.0,2020-03-04,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,29,26.0
58,12,13.0,2020-03-05,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,42,22.0
58,12,7.0,2020-03-06,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,49,44.0
58,12,22.0,2020-03-07,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,71,30.0
58,12,6.0,2020-03-08,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,77,20.0
58,12,14.0,2020-03-09,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,91,30.0
58,12,-15.0,2020-03-10,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,76,40.0
58,12,23.0,2020-03-11,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,99,56.00000000000001
58,12,63.0,2020-03-12,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,162,40.0
58,12,56.0,2020-03-13,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,218,52.0
58,12,70.0,2020-03-14,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,288,42.0
58,12,66.0,2020-03-15,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,354,30.0
58,12,58.0,2020-03-16,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,412,40.0
58,12,74.0,2020-03-17,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,486,56.00000000000001
58,12,104.0,2020-03-18,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,590,66.0
58,12,88.0,2020-03-19,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,678,62.0
58,12,77.0,2020-03-20,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,755,54.0
58,12,138.0,2020-03-21,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,893,62.0
58,12,156.0,2020-03-22,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,1049,62.0
58,12,122.0,2020-03-23,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,1171,34.0
58,12,116.0,2020-03-24,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,1287,22.0
58,12,141.0,2020-03-25,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,1428,20.666666666666668
58,12,139.0,2020-03-26,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,1567,12.0
58,12,136.0,2020-03-27,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,1703,12.0
58,12,136.0,2020-03-28,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,1839,52.0
58,12,106.0,2020-03-29,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,1945,110.00000000000001
58,12,123.0,2020-03-30,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,2068,100.0
58,12,118.0,2020-03-31,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,2186,30.0
58,12,74.0,2020-04-01,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,2260,25.75
58,12,133.0,2020-04-02,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,2393,32.0
58,12,110.0,2020-04-03,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,2503,40.0
58,12,117.0,2020-04-04,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,2620,34.0
58,12,94.0,2020-04-05,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,2714,38.0
58,12,55.0,2020-04-06,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,2769,46.0
58,12,61.0,2020-04-07,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,2830,57.99999999999999
58,12,80.0,2020-04-08,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,2910,62.0
58,12,116.0,2020-04-09,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,3026,57.99999999999999
58,12,88.0,2020-04-10,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,3114,57.99999999999999
58,12,105.0,2020-04-11,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,3219,54.0
58,12,96.0,2020-04-12,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,3315,50.0
58,12,116.0,2020-04-13,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,3431,40.0
58,12,129.0,2020-04-14,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,3560,36.0
58,12,105.0,2020-04-15,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,3665,23.083333333333332
58,12,102.0,2020-04-16,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,3767,30.0
58,12,121.0,2020-04-17,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,3888,36.0
58,12,130.0,2020-04-18,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,4018,32.0
58,12,64.0,2020-04-19,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,4082,46.0
58,12,51.0,2020-04-20,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,4133,30.0
58,12,56.0,2020-04-21,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,4189,26.0
58,12,68.0,2020-04-22,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,4257,18.0
58,12,56.0,2020-04-23,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,4313,20.0
58,12,48.0,2020-04-24,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,4361,30.0
58,12,73.0,2020-04-25,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,4434,30.0
58,12,67.0,2020-04-26,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,4501,19.0
58,12,68.0,2020-04-27,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,4569,24.0
58,12,73.0,2020-04-28,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,4642,36.0
58,12,52.0,2020-04-29,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,4694,30.0
58,12,62.0,2020-04-30,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,4756,24.0
58,12,51.0,2020-05-01,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,4807,24.75
58,12,56.0,2020-05-02,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,4863,34.0
58,12,48.0,2020-05-03,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,4911,24.0
58,12,37.0,2020-05-04,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,4948,23.75
58,12,57.0,2020-05-05,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5005,30.0
58,12,75.0,2020-05-06,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5080,32.0
58,12,37.0,2020-05-07,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5117,26.0
58,12,47.0,2020-05-08,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5164,30.0
58,12,38.0,2020-05-09,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5202,30.0
58,12,27.0,2020-05-10,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5229,28.000000000000004
58,12,21.0,2020-05-11,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5250,28.000000000000004
58,12,16.0,2020-05-12,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5266,38.0
58,12,25.0,2020-05-13,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5291,56.00000000000001
58,12,17.0,2020-05-14,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5308,94.0
58,12,63.0,2020-05-15,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5371,42.0
58,12,26.0,2020-05-16,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5397,48.0
58,12,39.0,2020-05-17,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5436,78.0
58,12,30.0,2020-05-18,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5466,68.0
58,12,8.0,2020-05-19,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5474,40.0
58,12,20.0,2020-05-20,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5494,26.0
58,12,15.0,2020-05-21,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5509,30.0
58,12,25.0,2020-05-22,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5534,32.0
58,12,15.0,2020-05-23,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5549,32.0
58,12,16.0,2020-05-24,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5565,34.0
58,12,11.0,2020-05-25,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5576,30.0
58,12,15.0,2020-05-26,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5591,26.0
58,12,9.0,2020-05-27,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5600,25.083333333333336
58,12,14.0,2020-05-28,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5614,24.416666666666668
58,12,13.0,2020-05-29,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5627,24.0
58,12,5.0,2020-05-30,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5632,20.0
58,12,11.0,2020-05-31,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5643,20.0
58,12,6.0,2020-06-01,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5649,26.0
58,12,5.0,2020-06-02,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5654,24.0
58,12,10.0,2020-06-03,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5664,22.0
58,12,11.0,2020-06-04,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5675,27.083333333333332
58,12,9.0,2020-06-05,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5684,30.0
58,12,18.0,2020-06-06,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5702,32.0
58,12,17.0,2020-06-07,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5719,28.000000000000004
58,12,16.0,2020-06-08,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5735,30.0
58,12,19.0,2020-06-09,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5754,32.0
58,12,11.0,2020-06-10,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5765,30.0
58,12,16.0,2020-06-11,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5781,24.0
58,12,24.0,2020-06-12,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5805,24.0
58,12,25.0,2020-06-13,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5830,28.000000000000004
58,12,14.0,2020-06-14,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5844,34.0
58,12,3.0,2020-06-15,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5847,32.0
58,12,9.0,2020-06-16,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5856,24.0
58,12,10.0,2020-06-17,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5866,38.0
58,12,8.0,2020-06-18,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5874,34.0
58,12,8.0,2020-06-19,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5882,30.0
58,12,12.0,2020-06-20,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5894,30.0
58,12,9.0,2020-06-21,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5903,22.416666666666664
58,12,8.0,2020-06-22,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5911,20.666666666666668
58,12,6.0,2020-06-23,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5917,24.0
58,12,-107.0,2020-06-24,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5810,32.0
58,12,7.0,2020-06-25,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5817,38.0
58,12,13.0,2020-06-26,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5830,32.0
58,12,16.0,2020-06-27,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5846,36.0
58,12,14.0,2020-06-28,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5860,38.0
58,12,8.0,2020-06-29,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5868,34.0
58,12,4.0,2020-06-30,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5872,34.0
58,12,8.0,2020-07-01,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5880,40.0
58,12,6.0,2020-07-02,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5886,44.0
58,12,10.0,2020-07-03,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5896,38.0
58,12,29.0,2020-07-04,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5925,38.0
58,12,11.0,2020-07-05,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5936,24.0
58,12,15.0,2020-07-06,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5951,30.0
58,12,6.0,2020-07-07,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5957,40.0
58,12,7.0,2020-07-08,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5964,38.0
58,12,30.0,2020-07-09,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,5994,40.0
58,12,21.0,2020-07-10,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,6015,44.0
58,12,12.0,2020-07-11,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,6027,34.0
58,12,19.0,2020-07-12,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,6046,36.0
58,12,21.0,2020-07-13,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,6067,28.000000000000004
58,12,18.0,2020-07-14,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,6085,38.0
58,12,18.0,2020-07-15,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,6103,34.0
58,12,6.0,2020-07-16,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,6109,36.0
58,12,11.0,2020-07-17,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,6120,38.0
58,12,19.0,2020-07-18,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,6139,22.416666666666664
58,12,13.0,2020-07-19,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,6152,26.083333333333336
58,12,15.0,2020-07-20,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,6167,30.0
58,12,3.0,2020-07-21,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,6170,40.0
58,12,13.0,2020-07-22,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,6183,42.0
58,12,23.0,2020-07-23,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,6206,38.0
58,12,12.0,2020-07-24,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,6218,40.0
58,12,15.0,2020-07-25,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,6233,28.000000000000004
58,12,17.0,2020-07-26,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,6250,27.083333333333332
58,12,9.0,2020-07-27,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,6259,38.0
58,12,9.0,2020-07-28,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,6268,40.0
58,12,32.0,2020-07-29,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,6300,46.0
58,12,16.0,2020-07-30,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,6316,50.0
58,12,13.0,2020-07-31,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,6329,42.0
58,12,12.0,2020-08-01,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,6341,44.0
58,12,14.0,2020-08-02,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,6355,40.0
58,12,12.0,2020-08-03,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,6367,44.0
58,12,13.0,2020-08-04,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,6380,42.0
58,12,5.0,2020-08-05,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,6385,26.0
58,12,13.0,2020-08-06,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,6398,28.000000000000004
58,12,18.0,2020-08-07,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,6416,36.0
58,12,15.0,2020-08-08,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,6431,44.0
58,12,32.0,2020-08-09,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,6463,46.0
58,12,28.0,2020-08-10,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,6491,52.0
58,12,20.0,2020-08-11,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,6511,56.00000000000001
58,12,31.0,2020-08-12,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,6542,46.0
58,12,26.0,2020-08-13,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,6568,46.0
58,12,41.0,2020-08-14,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,6609,44.0
58,12,42.0,2020-08-15,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,6651,50.0
58,12,54.0,2020-08-16,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,6705,40.0
58,12,49.0,2020-08-17,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,6754,40.0
58,12,37.0,2020-08-18,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,6791,40.0
58,12,72.0,2020-08-19,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,6863,32.0
58,12,100.0,2020-08-20,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,6963,36.0
58,12,122.0,2020-08-21,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,7085,36.0
58,12,153.0,2020-08-22,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,7238,28.000000000000004
58,12,140.0,2020-08-23,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,7378,38.0
58,12,141.0,2020-08-24,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,7519,54.0
58,12,117.0,2020-08-25,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,7636,36.0
58,12,149.0,2020-08-26,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,7785,38.0
58,12,115.0,2020-08-27,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,7900,38.0
58,12,131.0,2020-08-28,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,8031,36.0
58,12,131.0,2020-08-29,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,8162,40.0
58,12,106.0,2020-08-30,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,8268,42.0
58,12,122.0,2020-08-31,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,8390,28.000000000000004
58,12,105.0,2020-09-01,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,8495,22.0
58,12,107.0,2020-09-02,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,8602,26.0
58,12,129.0,2020-09-03,Roma,Lazio,41.89277044,,12.48366722,,RM,ITA,8731,26.0
32,6,0.0,2020-02-28,Trieste,Friuli Venezia Giulia,45.6494354,,13.76813649,,TS,ITA,0,18.0
32,6,6.0,2020-03-01,Trieste,Friuli Venezia Giulia,45.6494354,,13.76813649,,TS,ITA,6,24.0
32,6,3.0,2020-03-02,Trieste,Friuli Venezia Giulia,45.6494354,,13.76813649,,TS,ITA,9,38.0
32,6,-7.0,2020-03-03,Trieste,Friuli Venezia Giulia,45.6494354,,13.76813649,,TS,ITA,2,20.0
32,6,3.0,2020-03-04,Trieste,Friuli Venezia Giulia,45.6494354,,13.76813649,,TS,ITA,5,10.0
32,6,0.0,2020-03-05,Trieste,Friuli Venezia Giulia,45.6494354,,13.76813649,,TS,ITA,5,24.0
32,6,2.0,2020-03-06,Trieste,Friuli Venezia Giulia,45.6494354,,13.76813649,,TS,ITA,7,18.0
32,6,4.0,2020-03-07,Trieste,Friuli Venezia Giulia,45.6494354,,13.76813649,,TS,ITA,11,10.0
32,6,14.0,2020-03-08,Trieste,Friuli Venezia Giulia,45.6494354,,13.76813649,,TS,ITA,25,20.0
32,6,0.0,2020-03-09,Trieste,Friuli Venezia Giulia,45.6494354,,13.76813649,,TS,ITA,25,32.0
32,6,28.0,2020-03-10,Trieste,Friuli Venezia Giulia,45.6494354,,13.76813649,,TS,ITA,53,42.0
32,6,4.0,2020-03-11,Trieste,Friuli Venezia Giulia,45.6494354,,13.76813649,,TS,ITA,57,68.0
32,6,0.0,2020-03-12,Trieste,Friuli Venezia Giulia,45.6494354,,13.76813649,,TS,ITA,57,40.0
32,6,74.0,2020-03-13,Trieste,Friuli Venezia Giulia,45.6494354,,13.76813649,,TS,ITA,131,40.0
32,6,17.0,2020-03-14,Trieste,Friuli Venezia Giulia,45.6494354,,13.76813649,,TS,ITA,148,14.000000000000002
32,6,-8.0,2020-03-15,Trieste,Friuli Venezia Giulia,45.6494354,,13.76813649,,TS,ITA,140,18.0
32,6,24.0,2020-03-16,Trieste,Friuli Venezia Giulia,45.6494354,,13.76813649,,TS,ITA,164,30.0
32,6,13.0,2020-03-17,Trieste,Friuli Venezia Giulia,45.6494354,,13.76813649,,TS,ITA,177,38.0
32,6,3.0,2020-03-18,Trieste,Friuli Venezia Giulia,45.6494354,,13.76813649,,TS,ITA,180,38.0
32,6,28.0,2020-03-19,Trieste,Friuli Venezia Giulia,45.6494354,,13.76813649,,TS,ITA,208,38.0
32,6,8.0,2020-03-20,Trieste,Friuli Venezia Giulia,45.6494354,,13.76813649,,TS,ITA,216,56.00000000000001
32,6,54.0,2020-03-21,Trieste,Friuli Venezia Giulia,45.6494354,,13.76813649,,TS,ITA,270,52.0
32,6,27.0,2020-03-22,Trieste,Friuli Venezia Giulia,45.6494354,,13.76813649,,TS,ITA,297,16.0
32,6,23.0,2020-03-23,Trieste,Friuli Venezia Giulia,45.6494354,,13.76813649,,TS,ITA,320,14.000000000000002
